Código OACI	CIAD	Nome	Município	UF	Município Servido	UF Servido	AntesLongitude	AntesLatitude	Altitude	Operação Diurna	Operação Noturna	Designação 1	Comprimento 1	Largura 1	Resistência 1	Superfície 1	Designação 2	Comprimento 2	Largura 2	Resistência 2	Superfície 2	Situação	Validade do Registro	Portaria de Registro	Link Portaria	Classe	longitude	latitude
SNOV	AL0010	Povoado de Camaçari	CORURIPE	Alagoas			036°17'30.0W"	10°07'20.0S"	85,0	VFR	Sem Operação	13/31	600,0000	18,00	3000 Kg /   0.50 MPa	Piçarra							21/12/2021	PA2017-3240	https://pergamum.anac.gov.br/arquivos/PA2017-3240.pdf	Privado	-36.2916666666700	-10.1222222222222
SWXK	GO0150	Fazenda Santa Thereza	APARECIDA DO RIO DOCE	Goiás			051°12'07.9W"	18°13'58.0S"	655,0	VFR	Sem Operação	13/31	1000,0000	30,00	5600 Kg /   0.50 MPa	Terra							16/09/2024	PA2014-2177	https://pergamum.anac.gov.br/arquivos/PA2014-2177.pdf	Privado	-51.2021944444400	-18.2327777777778
SNOA	MA0040	Fazenda Irajá	BALSAS	Maranhão			046°04'27.0W"	07°19'06.0S"	275,0	VFR	Sem Operação	04/22	800,0000	20,00	3000 Kg /   0.50 MPa	Cascalho							07/02/2022	PA2015-0501	https://pergamum.anac.gov.br/arquivos/PA2015-0501.pdf	Privado	-46.0741666666700	-7.31833333333333
	SP1288	Fazenda Aguapeí	VALPARAÍSO	São Paulo			050°56'40.0W"	21°12'44.0S"	454,0	VFR	Sem Operação	02/20	800,0000	18,00	5600 Kg /   0.50 MPa	Grama							29/12/2030	PA2020-3281	https://pergamum.anac.gov.br/arquivos/PA2020-3281.pdf	Privado	-50.9444444444400	-21.2122222222222
SDRF	RJ0017	Fazenda Recanto Feliz	RIO CLARO	Rio de Janeiro			044°03'02.9W"	22°44'46.0S"	533,0	VFR	Sem Operação	05/23	850,0000	20,00	5000 Kg /   0.50 MPa	Grama							05/04/2022	PA2012-0625	https://pergamum.anac.gov.br/arquivos/PA2012-0625.pdf	Privado	-44.0508055555600	-22.7461111111111
SIGE	TO0018	Alberi Juliani	LAGOA DA CONFUSÃO	Tocantins			049°35'09.0W"	10°47'04.0S"	202,0	VFR	Sem Operação	17/35	1000,0000	30,00	5600 Kg /   0.50 MPa	Cascalho							02/10/2025	PA2015-2610	https://pergamum.anac.gov.br/arquivos/PA2015-2610.pdf	Privado	-49.5858333333300	-10.7844444444444
	MG0487	Fazenda Vista Alegre	IBIAÍ	Minas Gerais			044°47'36.0W"	16°46'13.0S"	655,0	VFR	Sem Operação	02/20	750,0000	22,00	5700 Kg /   0.50 MPa	Terra							25/02/2031	PA2021-4140	https://pergamum.anac.gov.br/arquivos/PA2021-4140.pdf	Privado	-44.7933333333300	-16.7702777777778
	MS0562	Fazenda Campo Hélio	AQUIDAUANA	Mato Grosso do Sul			055°34'14.0W"	19°05'48.0S"	141,0	VFR	Sem Operação	06/24	600,0000	18,00	3000 Kg /   0.50 MPa	Grama							26/03/2031	PA2021-4573	https://pergamum.anac.gov.br/arquivos/PA2021-4573.pdf	Privado	-55.5705555555600	-19.0966666666667
	BA0358	Fazenda Santa Maria	CORRENTINA	Bahia			046°09'23.0W"	13°53'03.0S"	969,0	VFR	Sem Operação	08/26	800,0000	18,00	4700 Kg /   0.50 MPa	Terra							29/12/2030	PA2020-3416	https://pergamum.anac.gov.br/arquivos/PA2020-3416.pdf	Privado	-46.1563888888900	-13.8841666666667
SNLG	MG0155	Serra do Cipó	JABOTICATUBAS	Minas Gerais			043°44'47.0W"	19°23'55.0S"	799,0	VFR	Sem Operação	07/25	1260,0000	20,00	8/F/C/Y/U	Asfalto							16/09/2023	PA2013-2371	https://pergamum.anac.gov.br/arquivos/PA2013-2371.pdf	Privado	-43.7463888888900	-19.3986111111111
SJBB	TO0023	Fazenda Bacaba	CASEARA	Tocantins			049°53'12.0W"	09°31'30.0S"	195,0	VFR	Sem Operação	10/28	1500,0000	20,00	15/F/B/Y/U	Asfalto							06/05/2025	PA2016-0431	https://pergamum.anac.gov.br/arquivos/PA2016-0431.pdf	Privado	-49.8866666666700	-9.525
SWNO	PI0071	São Miguel do Tapuio	SÃO MIGUEL DO TAPUIO	Piauí			041°18'03.0W"	05°29'32.0S"	296,0	VFR	Sem Operação	03/21	920,0000	20,00	5700 Kg /   0.50 MPa	Terra							19/11/2030	PA2020-3155	https://pergamum.anac.gov.br/arquivos/PA2020-3155.pdf	Privado	-41.3008333333300	-5.49222222222222
SNPS	MS0409	Fazenda Seriema	NOVA ANDRADINA	Mato Grosso do Sul			053°20'21.0W"	22°03'13.0S"	439,0	VFR	Sem Operação	09/27	800,0000	18,00	5700 Kg /   0.50 MPa	Grama										Privado	-53.3391666666700	-22.0536111111111
SSEW	SP0245	Sítio Limoeiro	PARDINHO	São Paulo			048°18'35.0W"	23°08'44.0S"	940,0	VFR	Sem Operação	16/34	800,0000	18,00	5700 Kg /   0.50 MPa	Grama							07/11/2024	PA2014-2625	https://pergamum.anac.gov.br/arquivos/PA2014-2625.pdf	Privado	-48.3097222222200	-23.1455555555556
	RO0065	Usina Calcário Parecis	PARECIS	Rondônia			061°31'19.0W"	12°08'45.0S"	300,0	VFR	Sem Operação	02/20	799,0000	18,00	64/F/B/X/T	Asfalto							26/02/2031	PA2021-4334	https://pergamum.anac.gov.br/arquivos/PA2021-4334.pdf	Privado	-61.5219444444400	-12.1458333333333
SDPH	GO0042	Fazenda Piratininga	SÃO MIGUEL DO ARAGUAIA	Goiás			050°19'56.0W"	12°49'19.0S"	214,0	VFR	VFR	12/30	1780,0000	30,00	12/F/A/X/T	Asfalto							07/11/2024	PA2014-2623	https://pergamum.anac.gov.br/arquivos/PA2014-2623.pdf	Privado	-50.3322222222200	-12.8219444444444
SNQP	SP0235	Fazenda São Francisco	MAGDA	São Paulo			050°13'49.0W"	20°34'02.9S"	438,0	VFR	Sem Operação	02/20	900,0000	23,00	5000 Kg /   0.50 MPa	Grama							16/09/2024	PA2014-2178	https://pergamum.anac.gov.br/arquivos/PA2014-2178.pdf	Privado	-50.2302777777800	-20.5674722222222
SDST	SP0144	Fazenda Santa Therezinha da Barra	DESCALVADO	São Paulo			047°46'31.0W"	21°52'53.0S"	707,0	VFR	Sem Operação	09/27	800,0000	23,00	5000 Kg /   0.50 MPa	Terra							12/02/2025	PA2015-0378	https://pergamum.anac.gov.br/arquivos/PA2015-0378.pdf	Privado	-47.7752777777800	-21.8813888888889
SIUF	MT0134	Fazenda São Francisco	PEIXOTO DE AZEVEDO	Mato Grosso			053°42'05.9W"	10°09'23.9S"	355,0	VFR	Sem Operação	03/21	1050,0000	23,00	5700 Kg /   0.50 MPa	Cascalho							11/02/2024	PA2015-3427	https://pergamum.anac.gov.br/arquivos/PA2015-3427.pdf	Privado	-53.7016388888900	-10.1566388888889
SSVB	BA0166	Fazenda Ventura IV	SÃO DESIDÉRIO	Bahia			046°09'58.0W"	13°08'06.0S"	934,0	VFR	Sem Operação	18/36	1500,0000	25,00	5700 Kg /   0.50 MPa	Terra							16/09/2023	PA2013-2372	https://pergamum.anac.gov.br/arquivos/PA2013-2372.pdf	Privado	-46.1661111111100	-13.135
SWBQ	ES0010	Geraldo Alvino Covre	PINHEIROS	Espírito Santo			040°10'33.0W"	18°27'48.0S"	105,0	VFR	Sem Operação	14/32	950,0000	20,00	5400 Kg /   0.50 MPa	Terra							08/05/2027	PA2017-1343	https://pergamum.anac.gov.br/arquivos/PA2017-1343.pdf	Privado	-40.1758333333300	-18.4633333333333
SDQU	PI0016	Fazenda Colorado	BOM JESUS	Piauí			044°47'57.7W"	09°15'21.0S"	643,0	VFR	Sem Operação	11/29	1300,0000	30,00	5600 Kg /   0.50 MPa	Terra							18/08/2025	PA2015-2197	https://pergamum.anac.gov.br/arquivos/PA2015-2197.pdf	Privado	-44.7993611111100	-9.25583333333333
SIYW	AM0032	Fazenda Estrela	LÁBREA	Amazonas			065°43'52.0W"	09°32'15.0S"	166,0	VFR	Sem Operação	01/19	700,0000	18,00	5700 Kg /   0.50 MPa	Terra							20/04/2027	PA2017-1145	https://pergamum.anac.gov.br/arquivos/PA2017-1145.pdf	Privado	-65.7311111111100	-9.5375
SISY	PR0052	Piraquara	PIRAQUARA	Paraná			049°08'38.0W"	25°27'05.0S"	881,0	VFR	Sem Operação	09/27	450,0000	18,00	2500 Kg /   0.50 MPa	Asfalto							12/02/2025	PA2015-0371	https://pergamum.anac.gov.br/arquivos/PA2015-0371.pdf	Privado	-49.1438888888900	-25.4513888888889
SSWT	MS0345	Fazenda Vaticano	NIOAQUE	Mato Grosso do Sul			056°07'13.0W"	21°17'07.0S"	320,0	VFR	Sem Operação	01/19	900,0000	20,00	4000 Kg /   0.50 MPa	Cascalho							10/01/2024	PA2016-1118	https://pergamum.anac.gov.br/arquivos/PA2016-1118.pdf	Privado	-56.1202777777800	-21.2852777777778
SSFU	PA0126	Antonio Furlaneto	DOM ELISEU	Pará			047°35'55.0W"	04°26'08.0S"	280,0	VFR	Sem Operação	11/29	1000,0000	18,00	3200 Kg /   0.50 MPa	Piçarra							24/01/2028	PA2018-0103	https://pergamum.anac.gov.br/arquivos/PA2018-0103.pdf	Privado	-47.5986111111100	-4.43555555555556
SJKU	RR0041	Cumaipá	UIRAMUTÃ	Roraima			060°28'25.0W"	04°48'50.0N"	667,0	VFR	Sem Operação	01/19	700,0000	20,00	4000 Kg /   0.50 MPa	Terra							28/12/2022	PA2012-2841	https://pergamum.anac.gov.br/arquivos/PA2012-2841.pdf	Privado	-60.4736111111100	4.81388888888889
SSOP	PA0128	Pista Porquinho	ITAITUBA	Pará			057°37'16.0W"	05°10'44.0S"	151,0	VFR	Sem Operação	06/24	799,0000	18,00	5000 Kg /   0.50 MPa	Piçarra							05/09/2028	PA2018-2634	https://pergamum.anac.gov.br/arquivos/PA2018-2634.pdf	Privado	-57.6211111111100	-5.17888888888889
SSTQ	AP0011	Silvestre	PEDRA BRANCA DO AMAPARI	Amapá			051°54'26.3W"	00°50'59.3N"	116,0	VFR	Sem Operação	05/23	1020,0000	20,00	5700 Kg /   0.50 MPa	Terra							07/11/2024	PA2014-2626	https://pergamum.anac.gov.br/arquivos/PA2014-2626.pdf	Privado	-51.9073055555600	0.849805555555556
SSMC	MS0305	Fazenda São Miguel da Catequese	NOVA ANDRADINA	Mato Grosso do Sul			053°31'12.0W"	22°04'55.0S"	363,0	VFR	Sem Operação	17/35	900,0000	20,00	5600 Kg /   0.50 MPa	Grama							25/05/2031	PA2021-5062	https://pergamum.anac.gov.br/arquivos/PA2021-5062.pdf	Privado	-53.5200000000000	-22.0819444444444
SIAZ	MT0080	Fazenda Água Azul	CAMPO VERDE	Mato Grosso			054°56'40.0W"	15°15'35.0S"	702,0	VFR	Sem Operação	03/21	1200,0000	18,00	5700 Kg /   0.50 MPa	Cascalho							27/02/2028	PA2018-0579	https://pergamum.anac.gov.br/arquivos/PA2018-0579.pdf	Privado	-54.9444444444400	-15.2597222222222
SIWQ	MS0137	Fazenda Mateira	SANTA RITA DO PARDO	Mato Grosso do Sul			053°04'14.0W"	20°57'43.0S"	384,0	VFR	Sem Operação	06/24	850,0000	20,00	3000 Kg /   0.50 MPa	Terra							05/01/2026	PA2016-0007	https://pergamum.anac.gov.br/arquivos/PA2016-0007.pdf	Privado	-53.0705555555600	-20.9619444444444
SSMO	MS0511	Fazenda Luma	PARAÍSO DAS ÁGUAS	Mato Grosso do Sul			052°43'49.0W"	19°20'42.0S"	555,0	VFR	Sem Operação	06/24	1000,0000	18,00	5700 Kg /   0.50 MPa	Grama							28/09/2030	PA2020-2426	https://pergamum.anac.gov.br/arquivos/PA2020-2426.pdf	Privado	-52.7302777777800	-19.345
SIUO	MT0135	Fazenda Santa Adélia	SÃO JOSÉ DO XINGU	Mato Grosso			052°16'53.0W"	10°43'16.0S"	313,0	VFR	Sem Operação	10/28	1200,0000	18,00	5700 Kg /   0.50 MPa	Grama							04/02/2024	PA2014-0287	https://pergamum.anac.gov.br/arquivos/PA2014-0287.pdf	Privado	-52.2813888888900	-10.7211111111111
SJHS	MG0122	Fazenda São Vicente	UBERLÂNDIA	Minas Gerais			048°20'35.0W"	19°18'37.5S"	814,0	VFR	Sem Operação	12/30	1200,0000	30,00	5600 Kg /   0.50 MPa	Terra							15/12/2020	PA2014-0986	https://pergamum.anac.gov.br/arquivos/PA2014-0986.pdf	Privado	-48.3430555555600	-19.3104166666667
SWZM	MT0447	Fazenda América 	TABAPORÃ	Mato Grosso			056°31'15.0W"	11°32'29.0S"	375,0	VFR	Sem Operação	06/24	1200,0000	20,00	5700 Kg /   0.50 MPa	Cascalho							29/05/2025	PA2015-1281	https://pergamum.anac.gov.br/arquivos/PA2015-1281.pdf	Privado	-56.5208333333300	-11.5413888888889
SSTR	GO0193	Usina CEM	MORRINHOS	Goiás			049°14'29.0W"	17°56'11.0S"	855,0	VFR	Sem Operação	03/21	1399,0000	30,00	5700 Kg /   0.50 MPa	Terra							29/05/2029	PA2019-1491	https://pergamum.anac.gov.br/arquivos/PA2019-1491.pdf	Privado	-49.2413888888900	-17.9363888888889
SITT	PA0058	Independência	ITAITUBA	Pará			056°41'58.0W"	07°35'39.0S"	317,0	VFR	Sem Operação	10/28	850,0000	18,00	5700 Kg /   0.50 MPa	Cascalho							18/11/2025	PA2015-3047	https://pergamum.anac.gov.br/arquivos/PA2015-3047.pdf	Privado	-56.6994444444400	-7.59416666666667
SJAW	SP0204	Fazenda Citrícola	GAVIÃO PEIXOTO	São Paulo			048°22'38.0W"	21°43'28.0S"	625,0	VFR	Sem Operação	18/36	900,0000	20,00	5600 Kg /   0.50 MPa	Terra							04/02/2024	PA2014-0284	https://pergamum.anac.gov.br/arquivos/PA2014-0284.pdf	Privado	-48.3772222222200	-21.7244444444444
	CE0148	Manoel Rodrigues	INDEPENDÊNCIA	Ceará			040°13'21.0W"	05°26'56.0S"	360,0	VFR	Sem Operação	13/31	400,0000	18,00	4000 Kg /   0.50 MPa	Cascalho							29/12/2030	PA2020-3781	https://pergamum.anac.gov.br/arquivos/PA2020-3781.pdf	Privado	-40.2225000000000	-5.44888888888889
SJMH	RR0068	Palimiú	ALTO ALEGRE	Roraima			062°58'16.0W"	03°19'05.0N"	273,0	VFR	Sem Operação	01/19	700,0000	30,00	4000 Kg /   0.50 MPa	Grama							28/12/2022	PA2012-2867	https://pergamum.anac.gov.br/arquivos/PA2012-2867.pdf	Privado	-62.9711111111100	3.31805555555556
SDBV	SP0081	Balneário São Januário	ILHA COMPRIDA	São Paulo			047°45'30.0W"	24°52'15.0S"	8,0	VFR	Sem Operação	16/34	600,0000	18,00	5000 Kg /   0.50 MPa	Grama							09/05/2024	PA2014-1086	https://pergamum.anac.gov.br/arquivos/PA2014-1086.pdf	Privado	-47.7583333333300	-24.8708333333333
SJKB	MT0190	Fazenda Adelaide	BRASNORTE	Mato Grosso			058°01'33.0W"	13°05'15.0S"	469,0	VFR	Sem Operação	18/36	1000,0000	18,00	5700 Kg /   0.50 MPa	Cascalho							01/03/2027	PA2017-0576	https://pergamum.anac.gov.br/arquivos/PA2017-0576.pdf	Privado	-58.0258333333300	-13.0875
SWCR	BA0249	Fazenda Canaã	FORMOSA DO RIO PRETO	Bahia			045°33'53.0W"	10°21'09.0S"	801,0	VFR	Sem Operação	13/31	1000,0000	20,00	5700 Kg /   0.50 MPa	Terra							12/06/2029	PA2019-1655	https://pergamum.anac.gov.br/arquivos/PA2019-1655.pdf	Privado	-45.5647222222200	-10.3525
SNGV	MT0253	Fazenda Tanguru	QUERÊNCIA	Mato Grosso			052°23'03.0W"	12°43'37.0S"	345,0	VFR	Sem Operação	18/36	1500,0000	24,00	15/F/B/Y/U	Asfalto							25/01/2022	PA2015-2269	https://pergamum.anac.gov.br/arquivos/PA2015-2269.pdf	Privado	-52.3841666666700	-12.7269444444444
SIHX	MT0490	Fazenda Pau D'Alho	NOVA BANDEIRANTES	Mato Grosso			058°11'28.0W"	09°24'22.0S"	240,0	VFR	Sem Operação	02/20	1000,0000	20,00	5700 Kg /   0.50 MPa	Cascalho							26/11/2029	PA2019-3571	https://pergamum.anac.gov.br/arquivos/PA2019-3571.pdf	Privado	-58.1911111111100	-9.40611111111111
SSLM	GO0202	Estância Acrobata	LEOPOLDO DE BULHÕES	Goiás			048°56'30.0W"	16°32'56.0S"	1070,0	VFR	VFR	07/25	800,0000	18,00	5700 Kg /   0.50 MPa	Cascalho							14/08/2029	PA2019-2353	https://pergamum.anac.gov.br/arquivos/PA2019-2353.pdf	Privado	-48.9416666666700	-16.5488888888889
SSAG	MS0244	Fazenda  Lobo	ÁGUA CLARA	Mato Grosso do Sul			052°43'32.0W"	19°43'00.0S"	430,0	VFR	Sem Operação	10/28	900,0000	20,00	5000 Kg /   0.50 MPa	Terra							31/07/2024	PA2014-2704	https://pergamum.anac.gov.br/arquivos/PA2014-2704.pdf	Privado	-52.7255555555600	-19.7166666666667
	PA0256	Fazenda Itália	DOM ELISEU	Pará			047°51'56.0W"	04°32'14.0S"	323,0	VFR	Sem Operação	12/30	1000,0000	18,00	4200 Kg /   0.50 MPa	Cascalho							29/12/2030	PA2020-3776	https://pergamum.anac.gov.br/arquivos/PA2020-3776.pdf	Privado	-47.8655555555600	-4.53722222222222
SJOM	MT0199	Fazenda São Jerônimo	ALTO GARÇAS	Mato Grosso			053°35'14.0W"	16°54'09.0S"	854,0	VFR	Sem Operação	06/24	1000,0000	20,00	4400 Kg /   0.50 MPa	Cascalho							09/03/2025	PA2019-0264	https://pergamum.anac.gov.br/arquivos/PA2019-0264.pdf	Privado	-53.5872222222200	-16.9025
SJDW	MS0155	Fazenda Carandá	CARACOL	Mato Grosso do Sul			057°17'22.0W"	22°07'37.0S"	167,0	VFR	Sem Operação	17/35	1200,0000	60,00	5700 Kg /   0.50 MPa	Cascalho							29/05/2025	PA2015-1288	https://pergamum.anac.gov.br/arquivos/PA2015-1288.pdf	Privado	-57.2894444444400	-22.1269444444444
SIZP	MT0158	Gaúcha do Norte	GAÚCHA DO NORTE	Mato Grosso			053°15'01.0W"	13°09'22.0S"	370,0	VFR	Sem Operação	02/20	950,0000	18,00	5700 Kg /   0.50 MPa	Cascalho							22/08/2023	PA2013-2129	https://pergamum.anac.gov.br/arquivos/PA2013-2129.pdf	Privado	-53.2502777777800	-13.1561111111111
SIOJ	MG0105	Fazenda Porto Velho	CARMO DO CAJURU	Minas Gerais			044°41'54.0W"	20°18'48.0S"	828,0	VFR	Sem Operação	11/29	760,0000	20,00	4000 Kg /   0.50 MPa	Terra							09/10/2025	PA2015-2669	https://pergamum.anac.gov.br/arquivos/PA2015-2669.pdf	Privado	-44.6983333333300	-20.3133333333333
SJAI	GO0065	Fazenda Davilândia	MONTIVIDIU DO NORTE	Goiás			048°45'09.8W"	13°11'06.2S"	385,0	VFR	Sem Operação	15/33	800,0000	20,00	5000 Kg /   0.50 MPa	Terra							05/12/2023	PA2013-3186	https://pergamum.anac.gov.br/arquivos/PA2013-3186.pdf	Privado	-48.7527222222200	-13.1850555555556
SDJZ	RS0056	Fazenda São José	SÃO GABRIEL	Rio Grande do Sul			054°08'50.4W"	29°56'56.0S"	105,0	VFR	Sem Operação	02/20	799,0000	20,00	3000 Kg /   0.25 MPa	Grama							05/02/2025	PA2015-0266	https://pergamum.anac.gov.br/arquivos/PA2015-0266.pdf	Privado	-54.1473333333300	-29.9488888888889
SSPV	MS0321	Fazenda Vera	ALCINÓPOLIS	Mato Grosso do Sul			053°53'45.0W"	17°56'58.0S"	350,0	VFR	Sem Operação	11/29	1000,0000	19,00	4800 Kg /   0.50 MPa	Grama							24/05/2028	PA2019-1679	https://pergamum.anac.gov.br/arquivos/PA2019-1679.pdf	Privado	-53.8958333333300	-17.9494444444444
SDWG	BA0080	Fazenda Santa Maria	SÃO DESIDÉRIO	Bahia			045°07'58.0W"	13°03'33.1S"	756,0	VFR	Sem Operação	11/29	2050,0000	18,00	9/F/B/Y/T	Asfalto							28/10/2024	PA2014-2503	https://pergamum.anac.gov.br/arquivos/PA2014-2503.pdf	Privado	-45.1327777777800	-13.0591944444444
SIML	MT0107	Fazenda Siriema	SANTO ANTÔNIO DO LEVERGER	Mato Grosso			055°50'19.0W"	15°50'53.0S"	154,0	VFR	Sem Operação	16/34	700,0000	18,00	5200 Kg /   0.50 MPa	Cascalho							16/12/2024	PA2014-2992	https://pergamum.anac.gov.br/arquivos/PA2014-2992.pdf	Privado	-55.8386111111100	-15.8480555555556
SIVP	GO0058	Bela Manhã	NOVA CRIXÁS	Goiás			050°32'08.5W"	14°26'27.0S"	275,0	VFR	Sem Operação	03/21	900,0000	19,00	2600 Kg /   0.50 MPa	Saibro							10/04/2024	PA2014-0852	https://pergamum.anac.gov.br/arquivos/PA2014-0852.pdf	Privado	-50.5356944444400	-14.4408333333333
SWVO	MS0500	Fazenda Goaçu	RIBAS DO RIO PARDO	Mato Grosso do Sul			053°21'31.0W"	20°01'50.0S"	396,0	VFR	Sem Operação	18/36	900,0000	18,00	5700 Kg /   0.50 MPa	Terra							22/07/2030	PA2020-1707	https://pergamum.anac.gov.br/arquivos/PA2020-1707.pdf	Privado	-53.3586111111100	-20.0305555555556
SNXR	PA0112	Fazenda Conforto	ITAITUBA	Pará			056°31'13.4W"	07°23'23.1S"	235,0	VFR	Sem Operação	03/21	800,0000	23,00	5670 Kg /   0.50 MPa	Terra							10/10/2023	PA2014-1390	https://pergamum.anac.gov.br/arquivos/PA2014-1390.pdf	Privado	-56.5203888888900	-7.38975
SWIZ	MS0379	Fazenda 7 Reis	NOVA ALVORADA DO SUL	Mato Grosso do Sul			054°28'46.0W"	21°17'44.0S"	463,0	VFR	Sem Operação	13/31	1200,0000	20,00	5600 Kg /   0.50 MPa	Asfalto							09/09/2021	PA2018-0161	https://pergamum.anac.gov.br/arquivos/PA2018-0161.pdf	Privado	-54.4794444444400	-21.2955555555556
SIUZ	PA0059	Pista Bom Jesus	ITAITUBA	Pará			057°27'17.0W"	05°27'13.0S"	131,0	VFR	Sem Operação	05/23	600,0000	40,00	4000 Kg /   0.50 MPa	Piçarra							23/11/2025	PA2015-3109	https://pergamum.anac.gov.br/arquivos/PA2015-3109.pdf	Privado	-57.4547222222200	-5.45361111111111
SDWL	SP0159	Três Marias	ITUPEVA	São Paulo			047°04'16.0W"	23°11'23.0S"	782,0	VFR	Sem Operação	06/24	410,0000	18,00	2500 Kg /   0.50 MPa	Asfalto							19/02/2025	PA2015-0408	https://pergamum.anac.gov.br/arquivos/PA2015-0408.pdf	Privado	-47.0711111111100	-23.1897222222222
SJGC	BA0109	Fazenda Busato I	SÃO DESIDÉRIO	Bahia			045°30'00.0W"	12°54'06.0S"	366,0	VFR	Sem Operação	09/27	1300,0000	30,00	5700 Kg /   0.50 MPa	Terra							23/04/2025	PA2015-0965	https://pergamum.anac.gov.br/arquivos/PA2015-0965.pdf	Privado	-45.5000000000000	-12.9016666666667
SSHB	BA0158	Boris	LUÍS EDUARDO MAGALHÃES	Bahia			045°49'43.5W"	12°04'05.5S"	765,0	VFR	Sem Operação	15/33	800,0000	20,00	5700 Kg /   0.50 MPa	Terra							23/10/2024	PA2014-2465	https://pergamum.anac.gov.br/arquivos/PA2014-2465.pdf	Privado	-45.8287500000000	-12.0681944444444
SDTV	BA0079	Fazenda São Miguel 	SÃO DESIDÉRIO	Bahia			046°14'47.0W"	12°36'39.0S"	907,0	VFR	Sem Operação	09/27	1600,0000	30,00	5700 Kg /   0.50 MPa	Terra							19/02/2025	PA2015-0406	https://pergamum.anac.gov.br/arquivos/PA2015-0406.pdf	Privado	-46.2463888888900	-12.6108333333333
SJKM	RR0034	Canawapai					060°01'20.0W"	04°48'29.0N"	575,0	VFR	Sem Operação	03/21	700,0000	20,00	4000 Kg /   0.50 MPa	Terra							28/12/2022	PA2012-2834	https://pergamum.anac.gov.br/arquivos/PA2012-2834.pdf	Privado	-60.0222222222200	4.80805555555556
SJKS	RR0039	Catrimani I	MUCAJAÍ	Roraima			063°00'30.0W"	02°22'32.0N"	333,0	VFR	Sem Operação	11/29	700,0000	30,00	3000 Kg /   0.50 MPa	Grama							28/12/2022	PA2012-2839	https://pergamum.anac.gov.br/arquivos/PA2012-2839.pdf	Privado	-63.0083333333300	2.37555555555556
SJZD	MS0195	Fazenda Bandeiras	CORUMBÁ	Mato Grosso do Sul			056°42'23.0W"	17°51'36.0S"	114,0	VFR	Sem Operação	08/26	800,0000	20,00	3000 Kg /   0.50 MPa	Grama							01/02/2022	PA2016-2590	https://pergamum.anac.gov.br/arquivos/PA2016-2590.pdf	Privado	-56.7063888888900	-17.86
	MT0672	Jotabasso Guiratinga	GUIRATINGA	Mato Grosso			053°25'49.0W"	16°15'59.0S"	,0	VFR	Sem Operação	06/24	900,0000	18,00	5700 Kg /   0.50 MPa	Cascalho							29/12/2030	PA2020-3520	https://pergamum.anac.gov.br/arquivos/PA2020-3520.pdf	Privado	-53.4302777777800	-16.2663888888889
SIKP	MS0096	Fazenda Santa Tereza	CORUMBÁ	Mato Grosso do Sul			057°30'25.0W"	18°18'13.0S"	105,0	VFR	Sem Operação	18/36	1500,0000	25,00	3000 Kg /   0.50 MPa	Grama							05/02/2025	PA2015-0265	https://pergamum.anac.gov.br/arquivos/PA2015-0265.pdf	Privado	-57.5069444444400	-18.3036111111111
SWYQ	PA0152	Fazenda Brusque	SÃO FÉLIX DO XINGU	Pará			051°45'05.6W"	09°17'04.1S"	300,0	VFR	Sem Operação	03/21	1391,0000	20,00	5700 Kg /   0.50 MPa	Cascalho							21/09/2022	PA2012-1868	https://pergamum.anac.gov.br/arquivos/PA2012-1868.pdf	Privado	-51.7515555555600	-9.28447222222222
SIJN	SC0026	Pouso na Serra	BOM RETIRO	Santa Catarina			049°34'44.0W"	27°51'54.0S"	885,0	VFR	Sem Operação	01/19	465,0000	25,00	5000 Kg /   0.25 MPa	Grama							14/06/2022	PA2019-1704	https://pergamum.anac.gov.br/arquivos/PA2019-1704.pdf	Privado	-49.5788888888900	-27.865
SIXU	MT0151	Fazenda Bahia	PEDRA PRETA	Mato Grosso			054°04'17.0W"	16°55'33.0S"	766,0	VFR	Sem Operação	16/34	1000,0000	23,00	5700 Kg /   0.50 MPa	Cascalho							09/05/2022	PA2013-2438	https://pergamum.anac.gov.br/arquivos/PA2013-2438.pdf	Privado	-54.0713888888900	-16.9258333333333
SSZM	GO0113	MIGUEL RODRIGUES DE BARROS	EDÉIA	Goiás			049°57'39.0W"	17°18'23.0S"	567,0	VFR	Sem Operação	09/27	1070,0000	23,00	5700 Kg /   0.50 MPa	Asfalto							05/09/2028	PA2018-2633	https://pergamum.anac.gov.br/arquivos/PA2018-2633.pdf	Privado	-49.9608333333300	-17.3063888888889
SWAG	TO0041	Agrícola Rio Galhão	MATEIROS	Tocantins			046°04'37.0W"	10°25'28.9S"	778,0	VFR	Sem Operação	08/26	1275,0000	23,00	5700 Kg /   0.50 MPa	Cascalho							28/09/2022	PA2012-1948	https://pergamum.anac.gov.br/arquivos/PA2012-1948.pdf	Privado	-46.0769444444400	-10.4246944444444
SSJU	MT0587	Fazenda São Caetano	PRIMAVERA DO LESTE	Mato Grosso			054°25'36.0W"	15°16'50.0S"	683,0	VFR	Sem Operação	09/27	1000,0000	18,00	5700 Kg /   0.50 MPa	Cascalho							30/10/2029	PA2019-3282	https://pergamum.anac.gov.br/arquivos/PA2019-3282.pdf	Privado	-54.4266666666700	-15.2805555555556
